Product Category,Region,Sales
Furniture,West,271.86
Furniture,West,1321.81
Furniture,West,1803.62
Furniture,West,7429.63
Furniture,West,1711.44
Furniture,West,284.48
Furniture,West,4290.63
Furniture,West,6882.22
Furniture,West,2048.74
Furniture,West,13255.99
Furniture,West,1852.24
Furniture,West,1047.19
Furniture,West,3145.43
Furniture,West,6901.25
Furniture,West,513.87
Furniture,West,1884.21
Furniture,West,181.96
Furniture,West,1232.01
Furniture,West,4620.05
Furniture,West,4681.37
Furniture,West,924.8
Furniture,West,5740.62
Furniture,West,334.4
Furniture,West,1011.56
Furniture,West,1415.16
Furniture,West,4229.32
Furniture,West,647.02
Furniture,West,1721.24
Furniture,West,1354.65
Furniture,West,1058.65
Furniture,West,4499.26
Furniture,West,378.53
Furniture,West,2437.28
Furniture,West,9537.18
Furniture,West,897.87
Furniture,West,4078.38
Furniture,West,6499.87
Furniture,West,3538.77
Furniture,West,1769.91
Furniture,West,6686.34
Furniture,West,190.31
Furniture,West,6724.2
Furniture,West,1775.81
Furniture,West,599.67
Furniture,West,5419.41
Furniture,West,3092.54
Furniture,West,2699.94
Furniture,West,10671.2
Furniture,West,280.18
Furniture,Central,1291.37
Furniture,Central,773.45
Furniture,Central,3167.58
Furniture,Central,736.16
Furniture,Central,224.48
Furniture,Central,1799.65
Furniture,Central,544.58
Furniture,Central,7304.03
Furniture,Central,4634.69
Furniture,Central,2402.96
Furniture,Central,1561.65
Furniture,Central,934.74
Furniture,Central,1869.09
Furniture,Central,5055.87
Furniture,Central,368.66
Furniture,Central,2575.93
Furniture,Central,1279.27
Furniture,Central,448.97
Furniture,Central,2509.33
Furniture,Central,192.49
Furniture,Central,3041.33
Furniture,Central,2696.59
Furniture,Central,1033.56
Furniture,Central,1184.82
Furniture,Central,1362.66
Furniture,Central,1350.94
Furniture,Central,3519
Furniture,Central,1087.32
Furniture,Central,3918.98
Furniture,Central,2327.54
Furniture,Central,321.9
Furniture,Central,3887.07
Furniture,Central,1244.48
Furniture,Central,4615.69
Furniture,Central,6791.82
Furniture,Central,112.28
Furniture,Central,3377.06
Furniture,Central,1796.21
Furniture,Central,945.28
Furniture,Central,2083.78
Furniture,Central,188.51
Furniture,Central,2128.8
Furniture,Central,973.14
Furniture,Central,2022.76
Furniture,Central,633.36
Furniture,Central,3599.76
Furniture,Central,1551
Furniture,Central,2720.64
Furniture,Central,4285.56
Furniture,Central,1236.77
Furniture,Central,2508.15
Furniture,Central,3369.46
Furniture,Central,813.32
Furniture,Central,519.42
Furniture,Central,1055.51
Furniture,Central,1114.01
Furniture,Central,1174.63
Furniture,Central,1428.06
Furniture,Central,876.04
Furniture,Central,1323.75
Furniture,Central,2099.06
Furniture,Central,960.9
Furniture,Central,3135.27
Furniture,Central,1887.03
Furniture,Central,2503.4
Furniture,Central,1845.23
Furniture,Central,4739.84
Furniture,Central,298.97
Furniture,Central,366.96
Furniture,Central,902.21
Furniture,Central,603.54
Furniture,Central,298.51
Furniture,Central,3689.46
Furniture,Central,886.93
Furniture,Central,2812.32
Furniture,Central,4983.05
Furniture,Central,932.4
Furniture,Central,1054.77
Furniture,Central,260.66
Furniture,Central,978.97
Furniture,Central,32589.59
Furniture,Central,446.6
Furniture,Central,9538.42
Furniture,Central,4352.04
Furniture,Central,189.94
Furniture,Central,812.7
Furniture,Central,215.32
Furniture,Central,5161.2
Furniture,Central,6158.41
Furniture,Central,9704.1
Furniture,Central,1120.94
Furniture,Central,1861.78
Furniture,Central,2426.03
Furniture,Central,1634.67
Furniture,Central,1787.57
Furniture,Central,1809.75
Furniture,Central,3154.59
Furniture,Central,69.45
Furniture,Central,891.61
Furniture,Central,461.58
Furniture,Central,1249.31
Furniture,Central,5388.74
Furniture,Central,437.41
Furniture,Central,449.42
Furniture,Central,435.53
Furniture,Central,767.92
Furniture,Central,2538.68
Furniture,Central,2590.72
Furniture,Central,159.51
Furniture,Central,1066.64
Furniture,Central,1011.33
Furniture,Central,248.84
Furniture,Central,192.69
Furniture,Central,2814.57
Furniture,East,3781.12
Furniture,East,1549.86
Furniture,East,273.82
Furniture,East,78.26
Furniture,East,277.31
Furniture,East,1733.64
Furniture,East,1060.53
Furniture,East,320.11
Furniture,East,3229.44
Furniture,East,1794.88
Furniture,East,335.92
Furniture,East,4612.83
Furniture,East,9757.48
Furniture,East,1016.07
Furniture,East,12732
Furniture,East,2983.45
Furniture,East,1523.59
Furniture,East,2505.22
Furniture,East,1391.4
Furniture,East,3085.59
Furniture,East,542.98
Furniture,East,6963.67
Furniture,East,850.64
Furniture,East,7360.2
Furniture,East,15208.34
Furniture,East,1939.65
Furniture,East,316.61
Furniture,East,1959.51
Furniture,East,305.86
Furniture,East,3451.26
Furniture,East,381.72
Furniture,East,741.3
Furniture,East,4278.19
Furniture,East,647.92
Furniture,East,4854.32
Furniture,East,3828.15
Furniture,East,18291.95
Furniture,East,1640.59
Furniture,East,240.64
Furniture,East,6428.07
Furniture,East,2230.31
Furniture,East,5580.11
Furniture,East,217.44
Furniture,East,633.43
Furniture,East,10364.36
Furniture,East,1487.9
Furniture,East,3227.3
Furniture,East,2130.04
Furniture,East,139.94
Furniture,East,6173.42
Furniture,East,1053.89
Furniture,East,936.21
Furniture,East,8583.39
Furniture,East,2145.85
Furniture,East,12195.58
Furniture,East,2285.41
Furniture,East,148.34
Furniture,East,1703.21
Furniture,East,1788.56
Furniture,East,150.79
Furniture,East,473.53
Furniture,East,5566.52
Furniture,East,2204.14
Furniture,South,24.15
Furniture,South,4301.39
Furniture,South,1625.62
Furniture,South,5504.64
Furniture,South,793.39
Furniture,South,672.34
Furniture,South,2439.37
Furniture,South,255.83
Furniture,South,638.84
Furniture,South,3772.19
Furniture,South,1241.35
Furniture,South,9157.79
Furniture,South,2761.94
Furniture,South,854.46
Furniture,South,2879
Furniture,South,102.9
Furniture,South,5704.74
Furniture,South,446.22
Furniture,South,283.55
Furniture,South,2805.18
Furniture,South,4258.78
Furniture,South,107.66
Furniture,South,1792.8
Furniture,South,5835.41
Furniture,South,25029.79
Furniture,South,620.42
Furniture,South,2230.38
Furniture,South,1006.42
Furniture,South,411.64
Furniture,South,614.18
Furniture,South,5295.03
Furniture,South,1191.74
Furniture,South,6676.61
Furniture,South,838.78
Furniture,South,96.96
Furniture,South,21390.44
Furniture,South,200
Furniture,South,693.46
Furniture,South,311.41
Furniture,South,435.73
Furniture,South,174.35
Furniture,South,1377.46
Furniture,South,1805.9
Furniture,South,1373.47
Furniture,South,807.21
Furniture,South,673.03
Furniture,South,2029.82
Furniture,South,1476.19
Furniture,South,1431.86
Furniture,South,347.86
Furniture,South,5082.26
Furniture,South,1023.65
Furniture,South,1050.99
Furniture,South,2040.1
Furniture,South,3936.61
Furniture,South,129.86
Furniture,South,480.26
Furniture,South,554.64
Furniture,South,834.22
Furniture,West,1078.42
Furniture,West,2463.01
Furniture,West,2115.06
Furniture,West,1065.09
Furniture,West,2237.4
Furniture,West,852.12
Furniture,West,53.51
Furniture,West,934.72
Furniture,West,745.86
Furniture,West,1099.94
Furniture,West,1263.15
Furniture,West,1010.62
Furniture,West,905.4
Furniture,West,894.58
Furniture,West,498.31
Furniture,West,587.13
Furniture,West,233.58
Furniture,West,3871.21
Furniture,West,484.91
Furniture,West,5587.01
Furniture,West,1072.17
Furniture,West,2639.67
Furniture,West,1993.17
Furniture,West,100119.16
Furniture,West,3961.88
Furniture,West,379.21
Furniture,West,491
Furniture,West,908.91
Furniture,West,4521.61
Furniture,West,619.38
Furniture,West,25712.3
Furniture,West,3355.1
Furniture,West,1394.63
Furniture,West,386.21
Furniture,West,1216.52
Furniture,West,7867.42
Furniture,West,2591.09
Furniture,West,6831.37
Furniture,West,8027.28
Furniture,West,7840.04
Furniture,West,1707.84
Furniture,West,1663.19
Furniture,West,1625.11
Furniture,West,2934.16
Furniture,West,1952.43
Furniture,West,4410.92
Furniture,West,1102.73
Furniture,West,506.51
Furniture,West,88.78
Furniture,West,565.68
Furniture,West,1321.44
Furniture,West,352.39
Furniture,West,2557.51
Furniture,West,1370.79
Furniture,West,3527.82
Furniture,West,8119.28
Furniture,West,1345.33
Furniture,West,6334.6
Furniture,West,1749.64
Furniture,West,12702.85
Furniture,West,3110.9
Furniture,West,148.34
Furniture,West,1564.92
Furniture,West,1026.24
Furniture,West,195.56
Furniture,West,1760.94
Furniture,West,10554.63
Furniture,West,1391.41
Furniture,West,1183.02
Furniture,Central,1670.17
Furniture,Central,3086.9
Furniture,Central,7124.7
Furniture,Central,1115.56
Furniture,Central,6968.9
Furniture,Central,1075.35
Furniture,Central,1700.38
Furniture,Central,325.17
Furniture,Central,4290.91
Furniture,Central,3845.35
Furniture,Central,2057.94
Furniture,Central,1485.71
Furniture,Central,2478.35
Furniture,Central,1547.44
Furniture,Central,158.99
Furniture,Central,1769.17
Furniture,Central,907.41
Furniture,Central,609.24
Furniture,Central,859.22
Furniture,Central,510.4
Furniture,Central,5602.72
Furniture,Central,1508.18
Furniture,Central,1043.54
Furniture,Central,1798.23
Furniture,Central,302.34
Furniture,Central,8085.21
Furniture,Central,2755.34
Furniture,Central,346.52
Furniture,Central,1133.35
Furniture,Central,7045.02
Furniture,Central,8167.83
Furniture,Central,699.24
Furniture,Central,2570.04
Furniture,Central,4208.39
Furniture,Central,755.55
Furniture,Central,2346.03
Furniture,Central,468.39
Furniture,Central,309.74
Furniture,Central,330.15
Furniture,Central,477.93
Furniture,Central,561.65
Furniture,Central,169.46
Furniture,Central,1635.38
Furniture,Central,996.33
Furniture,Central,2077.9
Furniture,Central,1736.1
Furniture,Central,3219.68
Furniture,Central,501.12
Furniture,Central,1963.93
Furniture,Central,1187.86
Furniture,Central,1702.78
Furniture,Central,118.47
Furniture,Central,473.34
Furniture,Central,192.49
Furniture,Central,5533.41
Furniture,Central,345
Furniture,Central,382.23
Furniture,Central,177.34
Furniture,Central,6804.42
Furniture,Central,1944.76
Furniture,Central,780.17
Furniture,Central,480.48
Furniture,Central,410.69
Furniture,Central,1584.1
Furniture,Central,883.31
Furniture,Central,6426.13
Furniture,Central,1857.08
Furniture,East,1370.99
Furniture,East,3383.43
Furniture,East,775.67
Furniture,East,1038.45
Furniture,East,4499.97
Furniture,East,3373.16
Furniture,East,765.45
Furniture,East,111.93
Furniture,East,1501.51
Furniture,East,1096.62
Furniture,East,7974.21
Furniture,East,1442.42
Furniture,East,1468.42
Furniture,East,6381.62
Furniture,East,13582.93
Furniture,East,4619.35
Furniture,East,4109.08
Furniture,East,1111.01
Furniture,East,7499.07
Furniture,East,6689.89
Furniture,East,8566.76
Furniture,East,1823.04
Furniture,East,275.34
Furniture,East,430.91
Furniture,East,3242.96
Furniture,East,201.53
Furniture,East,272.8
Furniture,East,4805.53
Furniture,East,2967.89
Furniture,East,3182.24
Furniture,East,396.19
Furniture,East,608.23
Furniture,East,8163.19
Furniture,East,1617.03
Furniture,East,1537.88
Furniture,East,473.88
Furniture,East,568.18
Furniture,East,386.92
Furniture,East,3028.25
Furniture,East,410.64
Furniture,East,798.04
Furniture,East,2233.46
Furniture,East,1033.5
Furniture,East,2909.07
Furniture,East,1322.32
Furniture,South,431.11
Furniture,South,1964.67
Furniture,South,534.93
Furniture,South,4166.98
Furniture,South,602.6
Furniture,South,16959.3
Furniture,South,6269.79
Furniture,South,1757.15
Furniture,South,807.49
Furniture,South,1140.96
Furniture,South,174.5
Furniture,South,333.3
Furniture,South,4035.94
Furniture,South,915.7
Furniture,South,796.87
Furniture,South,1703.74
Furniture,South,4803.46
Furniture,South,2694.49
Furniture,South,1429.81
Furniture,South,2173.49
Furniture,South,1557.66
Furniture,South,2769.96
Furniture,South,277.84
Furniture,South,1893.37
Furniture,South,1636.9
Furniture,South,1316.95
Furniture,South,2440.91
Furniture,South,1878.12
Furniture,South,2786.27
Furniture,South,3986.34
Furniture,South,276.76
Furniture,South,2485.59
Furniture,South,1735.83
Furniture,South,377.85
Furniture,South,52.51
Furniture,West,3439.28
Furniture,West,662.8
Furniture,West,2651.21
Furniture,West,854.97
Furniture,West,983.11
Furniture,West,1287.55
Furniture,West,2041.6
Furniture,West,439.7
Furniture,West,4025.07
Furniture,West,1183.23
Furniture,West,3840.27
Furniture,West,960.07
Furniture,West,2096.17
Furniture,West,755.51
Furniture,West,734.76
Furniture,West,4291.43
Furniture,West,1679.45
Furniture,West,2839.31
Furniture,West,619.94
Furniture,West,2112.7
Furniture,West,1433.08
Furniture,West,1449.61
Furniture,West,200.38
Furniture,West,1020.08
Furniture,West,1612.26
Furniture,West,3327.55
Furniture,West,2615.64
Furniture,West,77.11
Furniture,West,518.06
Furniture,West,296.97
Furniture,West,1705.65
Furniture,West,4077.22
Furniture,West,614.7
Furniture,West,2514.69
Furniture,West,2580.76
Furniture,West,2931.79
Furniture,West,1701.21
Furniture,West,120.12
Furniture,West,220.83
Furniture,West,3026.67
Furniture,West,11843.48
Furniture,West,280.45
Furniture,West,2748.21
Furniture,West,968.28
Furniture,West,1057.4
Furniture,Central,311.86
Furniture,Central,471.21
Furniture,Central,1326.78
Furniture,Central,8843.52
Furniture,Central,675.38
Furniture,Central,2846.2
Furniture,Central,7158.1
Furniture,Central,1468.97
Furniture,Central,1029.34
Furniture,Central,1766.68
Furniture,Central,1924.58
Furniture,Central,11066.44
Furniture,Central,3464.94
Furniture,Central,251.06
Furniture,Central,191.73
Furniture,Central,5483.78
Furniture,Central,776
Furniture,Central,366.61
Furniture,Central,409.2
Furniture,Central,10392.84
Furniture,Central,1781.66
Furniture,Central,3841.13
Furniture,Central,2936.8
Furniture,Central,215.93
Furniture,Central,6357.11
Furniture,Central,4795.15
Furniture,Central,2376.12
Furniture,Central,608.81
Furniture,Central,1619.59
Furniture,Central,302.01
Furniture,Central,361.94
Furniture,Central,356.14
Furniture,East,1719.07
Furniture,East,1495.76
Furniture,East,2292.05
Furniture,East,186.64
Furniture,East,2117.01
Furniture,East,612.79
Furniture,East,35147.33
Furniture,East,821.22
Furniture,East,1305.9
Furniture,East,5668.64
Furniture,East,9922.85
Furniture,East,567.82
Furniture,East,2768.4
Furniture,East,206.59
Furniture,East,520.81
Furniture,East,2653.02
Furniture,East,2591.77
Furniture,East,810.47
Furniture,East,3780.02
Furniture,East,144.87
Furniture,East,115.17
Furniture,East,255.39
Furniture,East,1021.55
Furniture,East,5403.75
Furniture,East,1350.94
Furniture,East,129.45
Furniture,East,8780.48
Furniture,East,765.89
Furniture,East,614.99
Furniture,East,1790.1
Furniture,East,3238.99
Furniture,East,844.95
Furniture,East,1896.54
Furniture,East,2641.63
Furniture,East,3969.21
Furniture,East,995.58
Furniture,East,498.31
Furniture,East,461.32
Furniture,East,296.75
Furniture,East,1483.76
Furniture,East,60.81
Furniture,East,1590.81
Furniture,East,3071.57
Furniture,East,513.94
Furniture,East,2009.05
Furniture,East,212.19
Furniture,East,919.49
Furniture,East,659.42
Furniture,East,403.33
Furniture,East,207.55
Furniture,East,3074.12
Furniture,East,12296.49
Furniture,East,2875.06
Furniture,East,638.9
Furniture,East,184.46
Furniture,East,542.58
Furniture,East,5258.94
Furniture,East,1282.67
Furniture,East,364.26
Furniture,East,6552.9
Furniture,East,1911.3
Furniture,East,301.47
Furniture,East,378.56
Furniture,South,723.54
Furniture,South,2810.83
Furniture,South,57.26
Furniture,South,125.9
Furniture,South,267.7
Furniture,South,1858.7
Furniture,South,1677.95
Furniture,South,178.79
Furniture,South,1734.17
Furniture,South,199.48
Furniture,South,14647.56
Furniture,South,483.24
